,Sender,Recipient,Date,Sender Location,Recipient Location,Archive,Rauner Item ID,Published,Copyright Holder,Comments
782,"Rosenzweig,  Franz","Oppenheim,  Gertrud",1928-07-10,,,Kassel,,,,"[B8,3 Erklärung zu einer Übersetzung - Philistergeschichten; Fragment"
783,"Rosenzweig,  Franz","Oppenheim,  Gertrud",1928-07-10,Frankfurt,,Kassel,,,,zur Bibelübersetzung und zum Verstehen
784,"Rosenzweig,  Franz","Oppenheim,  Gertrud",1928-07-31,,,Kassel,,,,"[B8,4 zu Fränkel (?)"
785,"Rosenzweig,  Franz","Oppenheim,  Gertrud",1928-07-31,Frankfurt,,Kassel,,,,
786,"Rosenzweig,  Franz","Oppenheim,  Agnes",1928-08-28,,,Kassel,,,,"zu einem neuen Grammophon u dem  Klang bei Beethoven, Mozart, Bach, Schütz"
787,"Rosenzweig, Franz","Oppenheim, Agnes",1928-08-31,,,Kassel,,,,"Warum das Grammophon ""klirrt""."
788,"Rosenzweig, Franz","Glatzer, Nahum",1928-09-02,,,Kassel,,,,zur Auslegung einer Bibelstelle
789,"Rosenzweig, Franz","Oppenheim, Agnes",1928-09-18,,,Kassel,,,,"zum Grammophon, zum Ital. Konzert von Bach, das Agnes in Ffm vorgespielt hat."
790,"Rosenzweig, Franz","Glatzer, Nahum",1928-09-26,,,Kassel,,,,Einladung zu Simchat Tauro und Fragen zu Übersetzung
791,"Rosenzweig,  Franz","Oppenheim,  Gertrud",1928-09-28,Frankfurt,,Kassel,,,,zum Stern - Palimpsest von Eugen Rosenstocks ungeschrb. großem Buch
792,"Rosenzweig,  Franz","Oppenheim,  Gertrud",1928-09-28,,,Kassel,,,,"über das ""und"" im Stern; dieser ""ein Palimpsest..von Eugens ungeschrieb. Buch"""
793,"Scholem, Gershom","Rosenzweig, Franz",1928-10-17,Jerusalem,,Kassel,,,,Unterschrift: Gerhard Scholem;
794,"Rosenzweig, Franz","Glatzer, Nahum",1928-10-24,,,Kassel,,,,"wehrt sich gegen Festlegung als Hegelianer, z.B.in der Zeitschrift Logos"
795,"Rosenzweig, Franz","Glatzer, Nahum",1928-11-19,,,Kassel,,,,Einzelfragen der Bibelübersetzung
796,"Schaeffer, Albrecht","Rosenzweig, Franz",1928-11-23,Neubeuern am Inn,,Kassel,,,,Dank für BrfWechsel mit Ludwig Strauß zurOdyssee. Sendet Parzival
797,"Rosenzweig, Franz","Glatzer, Nahum",1928-11-26,,,Kassel,,,,Einzelfragen der Bibelübersetzung
798,"Schneider, Lambert","Rosenzweig, Franz",1928-11-28,Berlin-Dahlem,,Kassel,,,,der Verleger rechtfertig seine  Schwierigkeiten bzgl. Honorar
799,"Rosenzweig,  Franz","Oppenheim,  Gertrud",1929-02-19,Frankfurt,,Kassel,,,,zu Kafka (Schicksl; Gott; Gewissen); zu den Musik -Aufsätzen im Kass .Tageblatt
800,"Rosenzweig,  Franz","Oppenheim,  Gertrud",1929-02-19,,,Kassel,,,,"zu  Musik aufsätzen im Kasseler Tagblatt, zu Schicksal u. einem Kolleg in KS 1921"
801,"Rosenzweig, Franz","Rowina, Hannah",1929-04-12,Ffm; Dat? [A6 u. GS,,Kassel,,,,Schrift Edith;  Gedicht über Auftritt Rowina Hannah; siehe  [A6 u. [G144
802,"Rosenzweig, Franz","Badt, Hermann",1929-04-19,,,Kassel,,,,"""Für zwei Stunden die 24 Stunden Reise? ..."""
803,"Rosenzweig,  Franz","Strauß, Eduard",1929-05-13,,,Kassel,,,,zum Pentateuch als Logenbibel;der Stern kein Buch für die Massen; s. auch [F9
804,"Carlebach, Joseph","Rosenzweig, Franz",1929-05-15,Altona-E.,,Kassel,,,,erbittet Reaktion auf Seminaranfrage zum Stern; Anmerkung zu Halevi
805,"Rosenzweig, Franz","Glatzer, Nahum",1929-05-28,,,Kassel,,,,"Bitte, zur Freitagabendfeier zu kommen"
806,"Rosenzweig, Franz","Glatzer, Nahum",1929-06-10,,,Kassel,,,,zu Problemen bei der Übersetzung
807,"Rosenzweig, Franz","Glatzer, Nahum",1929-06-19,,,Kassel,,,,"zu dem geplanten Aufsatz ""Der Ewige"" und zu Übers.Fragen, besd zu GottesNm"
808,"Rosenzweig, Franz","Glatzer, Nahum",1929-06-20,,,Kassel,,,,"zum Namen des ""Ewigen"""
809,"Rosenzweig, Franz","Glatzer, Nahum",1929-06-24,,,Kassel,,,,"Einzelfragen der Bibelübersetzung, insbesd zum Gottesnamen"
810,"Rosenzweig, Franz","Glatzer, Nahum",1929-06-27,,,Kassel,,,,"Einzelfragen der Bibelübersetzung, insbesd zum Gottesnamen"
811,"Rosenzweig, Franz","Glatzer, Nahum",1929-06-30,,,Kassel,,,,Eine Klarstellung zu seinem Verhältnis zu Nobel und zum Zionismus
812,"Strauß, Eduard","Buber, Martin",1929-07-14,,,Kassel,,,,"Empf. hdf auf Brf; zur ""Logenbibel"" (Übersetzung als Gabe der Loge an Mitgl.)"
813,"Rosenzweig,  Franz","Strauß,  Eduard",1929-07-17,,,Kassel,,,,zur Herstellung und Absatz der BibÜbersetzung als Logenbibel; vgl. [F8
814,"Rosenzweig,  Franz","Rosenzweig, Adele",1929-08-05,,,Kassel,,,,"Empf: ""Mutter""; Zur Arbeit an ""Der Ewige""; zu Rafaels Sprach- u. Schreibfortschr."
815,"Scholem, Gershom","Rosenzweig, Franz",1929-08-08,Jerusalem,,Kassel,,,,"Unterschrift: Gerhard Scholem; Antwort auf GS I,2 Nr. 1236"
816,"Rosenzweig, Franz","Glatzer, Nahum",1929-09-03,,,Kassel,,,,"""Sprachlose"" Kondolenz für Glatzer."
817,"Rosenzweig,  Franz","Oppenheim,  Gertrud",1929-09-30,,,Kassel,,,,"zu Rafael, Vaterstolz; Leidensäußerung - ""..es wird mühsam .."""
818,"Rosenzweig,  Franz","Oppenheim,  Gertrud",1929-09-30,Frankfurt,,Kassel,,,,""" ... all meine gewohnte Munterkeit verloren ...""; zu Rafael: macht ihn ""vaterstolz"""
819,"Rosenzweig, Franz","Rosenstock, Eugen",1929-10-04,,,Kassel,,,,"Dank für einen Aufsatz ""aus der Zeitenwende""; aber bitte keine Formeln!"
820,"Strauß, Eduard","Buber, Martin",1929-10-31,,,Kassel,,,,"Abstimmung über Erscheinen der ""Logenbibel"""
821,"Simon, Ernst","Buber, Martin",1929-12-12,Jerusalem,,Kassel,,,,"Kondolenz;""hoffe hier [Jerus.]  eine Trauerkundgebung zu machen; zu Personen"
822,"Baeck, Leo u.a.","Rosenzweig, Fr. betr",1929-12-13,,,Kassel,,,,"Jüdische Rundschau Berlin, 34. Jgg, Nr. 98; erste Nachrufe"
823,"Baeck, Leo",Nachruf FR,1929-12-13,,,Kassel,,,,"Nachruf in ""Central Verein Zeitung"", VIII. Jg. Nr. 30, S.667"
824,Jüd. WoZeitung KS.u.W,Nachrufe FR,1929-12-13,Kassel,,Kassel,,,,"Nachrufe in ""Jüdische Wochenzeitung für Kassel, Hessen und Waldeck"" Nr.49,'29"
825,"Weizsäcker, Victor von","Buber, Martin",1929-12-20,Heidelberg,,Kassel,,,,Kondolenz
826,"Ehrenberg, Hans",???,1929-12-22,Bochum,,Kassel,,,,"Adressat, evtl. Ed. Strauß -FR nahe-? Über Artikel in der Ff Zeitung - nach Tod."
827,"Susman, Margarete",Nachruf FR,1929-12-22,Frankfurt,,Kassel,,,,"Nachruf in ""Frankfurter Zeitung"" 22. 12. 1920"
828,"Buber, Martin","Oppenheim, Gertrud",1929-12-23,Heppenheim a.d. Bergstr.,,Kassel,,,,Zu Sendungen von GO. Keine Kondolenz
829,"Ehrenberg,  Rudolf","Rosenstock-H.,  Eugen",1930-01-09,Göttingen,,Kassel,,,,"auf FR: ""Des alten Bundes großer Offenbarer... Wir leben alle zw beiden Bünden"";"
830,"Ehrenberg,  Rudolf","Rosenstock-H.,  Margrit",1930-04-03,Göttingen,,Kassel,,,,zu Freunden; zu Edith nach d. Tod von FR; Nachdenken üb Rückgabe von Briefen
831,Die Gemeinschaft,Nachrufe FR,1930-04-11,Berlin,,Kassel,,,,"Nachrufe in ""Die Gemeinschaft"", Berlin, Nr.19/20, 11. April 1930"
832,"Rosenzweig, Adele","Strauß, Eduard",1930-04-16,"Badenweiler, Villa Hedw.",,Kassel,,,,"Empfg:s.Bezugn auf ""Menorah""; Jhg 1930,Hft 3-4;S.174ff; Eduard Strauß zu FR"
833,"Rosenzweig, Adele","???, Toni (Michel?)",1930-06-10,,,Kassel,,,,Ernst? und Toni? hatten Adele besucht. Bilder geschickt.Toni kann kein Sütterlin
834,"Rosenzweig, Adele","Simon,  Ernst",1930-06-17,Kassel,,Kassel,,,,Dat ÜbergL; zur vorhandenen Korrespondenz (für Sammlung)
835,"Rosenstock, Eugen","Rosenzweig, Adele",1930-12-08,Breslau 16,,Kassel,,,,10 Seiten; zur Jahrzeit Franz; zum Weiterleben nach dem Krieg - Friedensgebot
836,"Ehrenberg, Rudolf","Rosenzweig, Adele betr.",1933-03-04,,,Kassel,,,,"Autor: Vermerk hdf., Gedicht auf den Tod Adele Rosenzweigs"
837,"Rosenzweig,  Edith","Strauß, Ilse",1933-08-13,Kassel,,Kassel,,,,"zu Frge d. Auswderung n. Palästina. Ilse wird gehen. Edith will bleiben als ""Rest"""
838,"Rosenzweig,  Edith","Strauß, Ilse",1933-09-13,Frankfurt,,Kassel,,,,"nochmals zu Auswanderung nach Palästina: ""Als Juden bleiben"""
839,xxx,xxx,1934-04-25,Stuttgart,,Kassel,,,,Militärdienstbescheinigung für FR vom 01. 10. 1912 - 02. 12. 1912 Leibdrag.Rg 24
840,"Ehrenberg,  Rudolf","Rosenstock-H.,  Eugen",1934-11-29,Göttingen,,Kassel,,,,"Wie wird es werden? Was ""Leben"" heißt; Hrsg. FR-Brfe; Plan einer"" Metabiologie"""
841,"Rosenzweig,  Edith","Rosenstock-H., Eugen",1935-01-07,Frankfurt,,Kassel,,,,"Nein zur Auswanderung; soviel Kultur erhalten, wie möglich."
842,"Ehrenberg,  Rudolf","Rosenstock-H., Eugen",1936-07-02,Frankfurt,,Kassel,,,,zu alten Finanzfragen; zur Physiologie des Gehirns
843,"Ehrenberg,  Rudolf","Rosenstock-H., Eugen",1936-10-25,Göttingen,,Kassel,,,,"2. Dat 11. 11. (19)36;zu  theol. Text von Eugen;""Dein Patenkind"", Maria,  ist 17 gew."
844,Ernst Simon,"Rosenzweig, FR betr.",1936-12-25,Jerusalem (Ivrit;Bild F.R.,,Kassel,,,,"Hebräisch; Autor: ÜbergL; FR z. 50. Geb. Zeitung ""Haaretz"""
845,"Rosenzweig,  Edith","Rosenstock-H., Eugen",1938-03-10,Frankfurt,,Kassel,,,,"Rezeption FR bei den Juden heute, aber ""wissen"" nur wenig; Rafael Nat.w.schaft"
846,"Rosenzweig,  Edith","Strauß, Eduard",1938-03-20,Frankfurt,,Kassel,,,,PostStp 30.3.38 (gehört Couvert zu Bf?); zur Entwicklung des LH nach FRs Tod
847,"Rosenzweig,  Edith","Strauß, Eduard",1938-09-02,Frankfurt,,Kassel,,,,zum Schicksal der Freunde - zur Auswanderung - sie lehnt das noch ab.
848,"Rosenzweig,  Edith","Strauß, Eduard",1938-12-21,Frankfurt,,Kassel,,,,Rafael bereitet Ausreise n Pal vor. Edith: nicht mein Weg; aber ist der zuende?
849,"Rosenzweig, Rafael u.Ed.","Strauß,  Eduard",1939-03-08,Frankfurt,,Kassel,,,,Rafael zu geplanter Ausreise nach P.. Jetzt: 22.03.1939. Edith unterschreibt kurz
850,"Rosenzweig, Rafael",xxx,1939-03-13,Frankfurt a. M.,,Kassel,,,,Dat:EingangsStp FinAt;Bestand Bibliothek FR vor 1933; Liste zwecks Ausfuhr;
851,"Rosenzweig,  Edith","Strauß, Eduard",1939-04-12,Frankfurt,,Kassel,,,,"Rafael abgereist. Edith versucht es jetzt auch, bekommt kein Affidavit."
852,"Baeck, Leo","Rosenzweig, Edith",1945-08-31,London,,Kassel,,,,"""Copie""; U.: Dr. L. Baeck, zu Begg mit Ediths Mutter in Theresienstadt. Adr: London"
853,"Wyneken, Dr. G. von","Rosenzweig, Rafael",1946-03-07,,,Kassel,,,,"Aufruf zur Neugründung der ""Freien Deutschen Jugend"", Rafael zur Kenntnis."
854,"Ehrenberg, Rudolf","Rosenstock-H., Eugen",1946-06-14,Göttingen,,Kassel,,,,1. Kontakt  nach dem 2. W.Krieg; der Sohn gefallen; Aufnahme der Metabiologie
855,"Ehrenberg,  Rudolf","Rosenstock-H., Eugen",1946-11-01,Göttingen,,Kassel,,,,Überwdg der Trennung i Krieg; sich nicht ggenseitig abschreiben;
856,"Ehrenberg,  Rudolf","Rosenstock-H., Eugen",1946-12-26,Göttingen,,Kassel,,,,Austausch ü Theol. u Physiol.;zu den (früheren) Krebsforschungen; USA-Paket
857,"Ehrenberg,  Rudolf","Rosenstock-H., Eugen",1947-02-03,Göttingen,,Kassel,,,,Verständigg über Religionsfragen; zu Rudis (Krebs-) Forschungen; zu W. Picht
858,"Koch, Richard","Rosenzweig, FR betr.",1948-02-01,Essentuki i. Kaukasus,,Kassel,,,,"Dat: Brf a.E.;Ort: Stadt in Russland am Fuße des Kaukasus, Erinnerg an FR"
859,"Ehrenberg,  Rudolf","Rosenstock-H., Eugen",1951-02-05,Göttingen,,Kassel,,,,"zu Reaktionen auf Rudis ""Metabiologie""; krit. zu ""primäres und sekundäres Leben"""
860,"Ehrenberg,  Rudolf","Rosenstock-H., Eugen",1951-07-26,Göttingen,,Kassel,,,,"zu einem Werk von Eugen über ""Sprache""; ob uns die jüngeren Leser  verstehen?"
861,"Ehrenberg,  Rudolf","Rosenstock-H., Eugen",1952-06-25,Göttingen,,Kassel,,,,"zu Eugens Buch ""Heilkraft u Wahrheit""; Rudi soll/will es in"" Chr. u Welt"" rezens."
862,"Staatl. FG, Dr. Kirchhoff","Borries, A. von",1952-10-15,Kassel,,Kassel,,,,"negative Antw. auf Anregung, FG in F.-Rosenzweig-Gymn umzubenennen."
863,"Ehrenberg,  Rudolf","Rosenstock-H., Eugen",1954-05-30,Göttingen,,Kassel,,,,zum ggseitigen Verstehen in Kreuzpunkt ./. Schnittpunkt der Parallelen im Unendl.
864,"Simon, Ernst","Rosenzweig, Edith",1958-12-17,,,Kassel,,,,an: Dr. Edith Scheinmann-Rosenzweig in Berlin; zu Plan f. Hrsg. Jehuda Halevi
865,"Rosenzweig,  Edith","Rosenstock-H., Eugen",1960-04-27,Firenze,,Kassel,,,,"""Ich habe keinen Brief von Gritli. Franz hat alle vor seinem Tod vernichtet/lassen."""
866,,,1961-04-22,USA,,Kassel,,,,"Inh. verlegt nach [D2-nach Bl 2. Liste der bis 22. 04. 1961 abgeschrb.""Gritlibriefe"""
867,"Rosenzweig,  Edith","Rosenstock-H., Eugen",1963-05-26,Berlin,,Kassel,,,,"zu einem BrfW.mit Lotti, Schw.v.Gritli;  zu einem Hr. Thieme, der FR bekannt m. will"
868,"Rosenzweig,  Edith","Rosenstock-H., Eugen",1964-12-25,Berlin,,Kassel,,,,Rafaels Leben in Israel; Kinder; Scheidung; neue Ehe.
869,"Oppenheim, Gertrud","Rosenzweig, Rafael u.a.",1966-03-14,Johannesburg,,Kassel,,,,"3 letter-cards,14.3. continuing; PostStp 18.3.66; Erinng an Adele, FR, Edith, Gritli"
870,"Huessy, Lotte","Rosenzweig, Rafael",1966-03-16,,,Kassel,,,,Absd Verm hdf;Erinnrg an FR; beilgd K von [A38; Hinws auf weitere Dok; Fragmt
871,Ernst Simon,"Rosenzweig, Franz",1967-03-26,Jerusalem,,Kassel,,,,Gespräch (wer?)  mit Ernst Simon über Franz Rosenzweig
872,"Ehrenberg,  Rudolf","Picht, Werner",1970-01-01,,,Kassel,,,,"Gedicht ""Zu Franz Rosenzweigs Tod"" An W. P. (Werner Picht)"
873,"Rosenzweig, Adam",,1970-01-01,,,Kassel,,,,Gedicht über das jüd. Volk;Überschr:Adam Rosenzweig (aus dem Nachlaß)
874,N. N.,N. N.,1970-01-01,,,Kassel,,,,"""Dieses Gedicht soll ich von Rudi schicken. Ich habe selbst damit Mühe!"""
875,Rosenzweig Franz,,1970-01-01,,,Kassel,,,,"Tagebuch 14. 12. 1905 bis 21.09. 1910; vergleiche GS I; Abs.ms Paus, korr.hd FR"
876,,,1970-01-01,,,Kassel,,,,Genealogie FR aufwärts;wessen Schrift? Sign. ergänzt
877,"Ehrenberg, Hans",,1970-01-01,"Ohne Dat., Heidelberg",,Kassel,,,,"Ankündigung: ""Vorlesungen über philosophische Theologie."" - Handzettel"
878,"Rosenstock, Eugen",,1970-01-01,,,Kassel,,,,Gedicht v. Eugen Rosenstock; vgl. [B95; Sicherung vor den Tücken der Feldpost
879,"Weyl, Emil, RechtsAnw.",,1970-01-01,Düsseldorf,,Kassel,,,,"Fragment? Anfang mitten i Satz. o.Anrede, o. Dat.; Familiendaten; Rücks:Adressen"
880,Copies from Norwich,,1970-01-01,,,Kassel,,,,"in Kästen [D Kopien von Briefen, die bei Eugen Rosenstock-Huessy in USA lagen"
881,,,1970-01-01,,,Kassel,,,,
882,,,1970-01-01,,,Kassel,,,,"""Ich bleibe ja immer bei dir, .."" Psalm 73, 23; wessen Schrift? (FR noch jung?)"
883,,,1970-01-01,,,Kassel,,,,nicht im Ordner
884,"Spitteler, Carl",,1970-01-01,,,Kassel,,,,"Carl Spitteler, ""Die unsterbliche Gräfin"" - Paus von Abs + Kopie; Schrift wie [E13"
885,,,1970-01-01,,,Kassel,,,,
886,,,1970-01-01,,,Kassel,,,,FELHLT!  Evtl. Zählfehler?
887,,,1970-01-01,,,Kassel,,,,Inhalt fehlt; in Kurliste abw. als [G18 nach [G15 aufgeführt; Schreibversehen?.
888,"Rosenzweig, Franz",,1970-01-01,,,Kassel,,,,"winziges Blatt; hd FR; Lebensdaten Fam Rosenzweig ""von Güdel notiert"""
889,"Oppenheim, Gertrud","Rosenzweig, Rafael",1970-01-01,,,Kassel,,,,"GO erklärt Rafael (?) Gedicht zu Tod e Kindes;""Du weißt, Johannes ist Brahms"""
890,"Oppenheim, Gertrud","Rosenzweig, Rafael",1970-01-01,Dat? Ort? Zweck: Veröff.,,Kassel,,,,GO (Schrift) erklärt Rafael  die Sache mit der Schokolade und der Kletterstange
891,"Lengemann, Werner",,1970-07-10,Kassel,,Kassel,,,,Foto von Franz-Rosenzweig-Gedenkstein bei Eröffnung ~Anlage in Kassel
892,,,1970-07-10,Kassel,,Kassel,,,,Einweihung Franz-Rosenzweig-Anlage Kassel - Begleitheft;
893,"Hallwachs, Wolfgang","Rosenzweig, Edith",1970-09-01,Kassel,,Kassel,,,,"Edith Scheinmann, vw. Rosenzweig wg. Einweihung der Rosenzweiganlage KS"
894,"Rosenzweig, Rafael","Rowina, Hannah",1972-06-11,,,Kassel,,,,hebr. Schreibms und ein dt. Text über Besuch v. Rovina (Hannah) b. FR; s. [E43
895,"Rowina, Hannah","Rosenzweig, Rafael",1972-06-15,Tel Aviv,,Kassel,,,,"hd hebräisch; Antwort auf [A6,1?"
896,"Simon,  Ernst","Rosenzweig,  Rafael",1972-11-15,Jerusalem,,Kassel,,,,Umschlag: hebr. Schrift; an Rafael zum 50. Geb.; von Treffen mit Edith in Berlin
897,,,1979-12-13,Frankfurt,,Kassel,,,,"Ausstellung Ffm zum 50. Todestag, Begleitheft"
898,,,1980-04-28,Jerusalem,,Kassel,,,,Programm für Tagung zur Phil. FR's; 28. 04. - 02. 05. 1980. Teilnehmerliste
899,Caspar/Weidenmüller,,1980-07-14,Frankfurt/Freiburg,,Kassel,,,,"Verz v Nl., den Rafael R. nach + von Edith R. an B. Caspar überg. Hat; jetzt LBI NY"
900,"Rosenstock-H., Margrit","Strauß,  Ilse",,,,Kassel,,,,"Ilse Strauß geb. Hahn; Dat? Rafael geb.11.09.1922, lange gestillt; vgl. [C75"
901,Bne Briss,Nachrufe FR,,Berlin,,Kassel,,,,"Zeitung Die Loge Bne Briss, März 1930 Nr. 3; Nachrfe auf FR; u.a. Buber z. Stern"
902,"Hallo, Gertrud",Nachruf FR 50. Yartag,,,,Kassel,,,,engl.Text zum 50.Todestag (Yarzeit) von Franz Rosenzweig
903,"Horwitz, Rivka",xxx,,,,Kassel,,,,"""The Journal of Jewish Studies"" 20/1969, S. 57-80 ""F.R's Unpublished Writings"""
904,Ffter.israel. GemeindeBl.,Nachrufe FR,,Frankfurt,,Kassel,,,,"Nachrufe ""Frankfurter israelitisches Gemeindeblatt"" Januar 1930, S. 176 ff"
905,"Rosenzweig, Adele","Rosenzweig, Franz",,"Kassel , 9.Jan.-7.Aug.",,Kassel,,,,"[A24 Adeles eigenes Leben; inc.: ""Vergangnes schreib in dieses Buch .."""
906,"Rosenzweig, Adele",Rosenzweig  Franz,,"Kassel, Aug-22.Dez.",,Kassel,,,,Adeles Erinnerg an Frz Kindheit; Beginn mit Gedicht v. Kindchen [C66;s.a. [C68
907,"Rosenzweig, Adele","Rosenzweig, Franz",,"Kassel, Aug-22.Dez.",,Kassel,,,,"Adeles Erinnerg an Frz Kindheit; Beginn mit Gedicht v. Kindchen, [C66;[C68;[C73"
908,"Rosenzweig, Franz",???,,,,Kassel,,,,"Dat ÜbergL; allerlei Skizzen u. Erinnerung: ""Ein Jahr ist's her..""; Sütterlinschrift"
909,???,???,,,,Kassel,,,,"Dat: ÜbergL mit (?). Zitatensammlung-Wer hat was über wen gesagt? ""Gnisa"""
910,"Rosenzweig, Franz","Susman, Margarete",,Mannheim im Wartesaal,,Kassel,,,,"Susman-v.Bendemann;vgl.[A36 und GS I,2 Nrn 649 u. 650"
911,"Rosenzweig, Edith u.a.","Buber, Martin u.a.",,21.01.1926-19.05.1935,,Kassel,,,,"Zitate aus Brfen von Edith Rosenzweig u.a. an Buber u.a., Jan 1926 - Mai 1935"
912,"Rosenzweig, Franz u.Ad","Rosenzweig,  Rafael",,,,Kassel,,,,"für Rafael; Geschichten FR u.Gedicht Adele zum Globus; Abs.ms; s auch [A41,2;"
913,"Rosenzweig, Franz u.Ad","Rosenzweig,  Rafael",,,,Kassel,,,,für Rafael;Geschichten FR; u.Gedicht Adele zum Globus; hdf Diktate
914,xxx,xxx,,Kassel (Cassel),,Kassel,,,,a.d.Jahresber. FriedrGymn 1904/05; Abituraufgaben-Abiturientia-Berufswunsch
915,"Rosenzweig, Franz","Horovitz, Rabbiner",,,,Kassel,,,,Dat u Empfg hdf; Korr gepaust und original; zu einem Text über Cohen; Fragment
916,"Rosenzweig,  Franz","Oppenheim,  Gertrud",,Kassel,,Kassel,,,,"Dat hdf; zu einer Sternkritik von Hans Ehrenberg;  vgl. GS I,2 Nr. 693"
917,"Rosenzweig,  Franz","Rosenstock-H,  Eugen",,,,Kassel,,,,Verm hdf: 1925; im Text: Februar - Übersendung eines Textes
918,"Rosenzweig,  Franz","Strauß,  Ilse",,,,Kassel,,,,"Dat u Empfg: ÜbergL;zum Geburtstag Ilse, noch Hahn? FR schon verheiratet."
919,"Rosenzweig,  Franz","Oppenheim,  Gertrud",,,,Kassel,,,,"Dat hdf auf  Rückseite - zittrig: FR?  Über ""Opfer"" u. zu R. Hallo; Kopie in [C38"
920,"Strauß, Eduard","Hirschland, Dorothee",,NewYork City,,Kassel,,,,"BegleitSb.zu Übergabe von Brfen FR, Adele und Edith aus Besitz E. Strauß"
921,"Rosenzweig, Franz","Strauß, Eduard",,,,Kassel,,,,Empf: ÜbergL; Dat:hdf Januar 1920;zur Verlobung mit Edith Hahn; Zukunft in FfM
922,"Rosenzweig, Franz","Ehrenberg, Rudolf",,RückS: Eiserne Bl. Nr.41,,Kassel,,,,"Empf:ÜbergL;Dat hdf RückS; ü.Freimaurer,Nietzsche,Kant;Arbeit n d Krieg;Fragm?"
923,"Rosenzweig, Franz","Ehrenberg, Rudolf",,Dat.? Aus dem Krieg.,,Kassel,,,,"Empf:ÜbergL;FeldPB auf zwei Formbl.Vor u.RückS.Kop.Stift;Gedk zu Chr., Krieg.."
924,"Rosenzweig, Franz","Ehrenberg, Rudolf",,Dat? Aus dem Krieg,,Kassel,,,,"Empf:ÜbergL; mini-Format. Fragment? Etwas zu Beckerath u. Goldschmidt, Lit."
925,"Rosenzweig,  Franz","Ehrenberg, Rudolf",,Kassel,,Kassel,,,,ohne Dat. AbsdOrt Kassel; Gratulation wozu? Zu einem Werk?
926,"Rosenzweig,  Franz","Ehrenberg, Rudolf",,,,Kassel,,,,"Dat:Antw.auf [R94;zum Verh d Freunde; zu ""Schatten"";zu einem Buch von Eugen;"
927,"Rosenzweig,  Franz","Ehrenberg,  Rudolf",,Heidelberg,,Kassel,,,,zu Konflikt FR mit Mutter; Eugens Chance b Daimler; HD-Akademie u Hegel
928,"Rosenzweig,  Franz","Ehrenberg,  Rudolf",,,,Kassel,,,,"zum Werk von Rudi ""Die Schwester"", das Franz erschüttert;krit.zu Hans und Else"
929,"Rosenzweig, Franz","Ehrenberg, Rudolf",,,,Kassel,,,,"zu geplanter Harzwanderung; zu Dat vgl. [B37 u.[ [B44 u [B42 ""Keimzelle"""
930,"Rosenzweig,  Franz","Ehrenberg,  Rudolf",,,,Kassel,,,,"zu Eugen Rosenstock, hat Aussicht auf Stelle bei Daimler; zu Vorlesg in Leipzig"
931,"Rosenzweig,  Franz","Ehrenberg,  Rudolf",,"Berlin, Papier Kassel!",,Kassel,,,,"Dat ÜbergL;vgl. aber [B75; ""..dem jungen Hegel wieder...nahegekommen.."""
932,,,,,,Kassel,,,,"nicht besetzt; jetzt [B47,1"
933,"Rosenzweig, Franz u.a.","Ehrenberg, Rudolf",,,,Kassel,,,,FR über Hedi Ehrenberg; dazu Hedi an Rudi; es geht um Umgang  miteinander
934,"Rosenzweig,  Franz","Frank, Gertrud u. Leni",,,,Kassel,,,,"Dat:""im 12. Jahr Wilh II""(GS) ;""Epistel an die Kölnerinnen"",  Brf des Vetters!"
935,"Rosenzweig, Franz","Frank, Gertrud u. Leni",,Kassel,,Kassel,,,,Dat ÜbergL; Erlebnisse aus der Schule u v Schlittenfahren an die Cousinen
936,"Rosenzweig,  Franz","Frank, Gertrud u.Leni",,Kassel,,Kassel,,,,Dat: Vermk hdf; G. u L. noch Frank; zur Tanzstunde; zu Schülerleben
937,"Rosenzweig, Franz","Frank, Gertrud",,Kassel,,Kassel,,,,Dat ÜbergL;Abiturjahr;Überlegg zum Studium. Wer bin ich als Med oder Schreiner?
938,"Oppenheim, Gertrud","Rosenzweig, Franz",,,,Kassel,,,,"""Auf Wiedersehen ...""; Zeit: Feb. vor ""Märzoffensive"" = 1918"
939,"Oppenheim, Gertrud","Rosenzweig, Franz",,,,Kassel,,,,"zu:[B78,1; hier: ""Auf Wiedersehen ...""; zu FR's Krise whd ""Märzoffensive"" 1918"
940,"Oppenheim, Gertrud","Rosenzweig, Franz",,,,Kassel,,,,"Gedicht ""Auf Wiedersehen ..."" Abs.ms"
941,"Oppenheim, Gertrud",,,,,Kassel,,"I,1 S. 551 untens. GB 56!",,"GO erzählt zur Entstehung des Gedichtes ""Auf Wiedersehen…”; s. [B77"
942,,,,o.O.,,Kassel,,,,Jahreszahl auf RückS Photo; Adele Rosenzweig und Kind Franz
943,,,,Kassel,,Kassel,,,,"Das ""Stirn""-Bild - vgl. GS I,2 ggüb S. 1036: ""Der ""Elfjährige""=1897/98"
944,,,,Kassel,,Kassel,,,,Schulkind
945,,,,Kassel,,Kassel,,,,Schulkind
946,,,,,,Kassel,,,,"Vergrößerung von [C1, 2"
947,"Rosenzweig, Franz","Rosenzweig,  Rafael",,,,Kassel,,,,"nach 1922; 8 Verse für Rafael zu Chanukka, Handschrift. Edith? Vgl. [C75"
948,"Jonas, Ludwig","Rosenzweig, Franz",,o.O.,,Kassel,,,,"Dat ÜbergL (C2) 1919; Zeichnung, Kopfbild von Ludwig  Jonas"
